areaCode,areaName,areaType,date,newCasesBySpecimenDate,newCasesBySpecimenDateRollingSum
E12000002,North West,region,2023-03-18,433,4393
E12000002,North West,region,2023-03-17,522,4429
E12000002,North West,region,2023-03-16,661,4370
E12000002,North West,region,2023-03-15,613,4255
E12000002,North West,region,2023-03-14,798,4270
E12000002,North West,region,2023-03-13,795,4160
E12000002,North West,region,2023-03-12,571,4083
E12000002,North West,region,2023-03-11,469,3939
E12000002,North West,region,2023-03-10,463,3827
E12000002,North West,region,2023-03-09,546,3845
E12000002,North West,region,2023-03-08,628,3833
E12000002,North West,region,2023-03-07,688,3806
E12000002,North West,region,2023-03-06,718,3778
E12000002,North West,region,2023-03-05,427,3669
E12000002,North West,region,2023-03-04,357,3609
E12000002,North West,region,2023-03-03,481,3522
E12000002,North West,region,2023-03-02,534,3451
E12000002,North West,region,2023-03-01,601,3349
E12000002,North West,region,2023-02-28,660,3223
E12000002,North West,region,2023-02-27,609,3205
E12000002,North West,region,2023-02-26,367,3135
E12000002,North West,region,2023-02-25,270,3211
E12000002,North West,region,2023-02-24,410,3310
E12000002,North West,region,2023-02-23,432,3311
E12000002,North West,region,2023-02-22,475,3367
E12000002,North West,region,2023-02-21,642,3295
E12000002,North West,region,2023-02-20,539,3147
E12000002,North West,region,2023-02-19,443,3141
E12000002,North West,region,2023-02-18,369,3035
E12000002,North West,region,2023-02-17,411,2925
E12000002,North West,region,2023-02-16,488,2862
E12000002,North West,region,2023-02-15,403,2724
E12000002,North West,region,2023-02-14,494,2705
E12000002,North West,region,2023-02-13,533,2670
E12000002,North West,region,2023-02-12,337,2532
E12000002,North West,region,2023-02-11,259,2456
E12000002,North West,region,2023-02-10,348,2422
E12000002,North West,region,2023-02-09,350,2420
E12000002,North West,region,2023-02-08,384,2393
E12000002,North West,region,2023-02-07,459,2388
E12000002,North West,region,2023-02-06,395,2283
E12000002,North West,region,2023-02-05,261,2240
E12000002,North West,region,2023-02-04,225,2261
E12000002,North West,region,2023-02-03,346,2255
E12000002,North West,region,2023-02-02,323,2198
E12000002,North West,region,2023-02-01,379,2156
E12000002,North West,region,2023-01-31,354,2044
E12000002,North West,region,2023-01-30,352,2008
E12000002,North West,region,2023-01-29,282,1978
E12000002,North West,region,2023-01-28,219,1921
E12000002,North West,region,2023-01-27,289,1893
E12000002,North West,region,2023-01-26,281,1805
E12000002,North West,region,2023-01-25,267,1786
E12000002,North West,region,2023-01-24,318,1771
E12000002,North West,region,2023-01-23,322,1713
E12000002,North West,region,2023-01-22,225,1714
E12000002,North West,region,2023-01-21,191,1722
E12000002,North West,region,2023-01-20,201,1715
E12000002,North West,region,2023-01-19,262,1812
E12000002,North West,region,2023-01-18,252,1865
E12000002,North West,region,2023-01-17,260,1952
E12000002,North West,region,2023-01-16,323,2082
E12000002,North West,region,2023-01-15,233,2295
E12000002,North West,region,2023-01-14,184,2387
E12000002,North West,region,2023-01-13,298,2570
E12000002,North West,region,2023-01-12,315,2741
E12000002,North West,region,2023-01-11,339,3011
E12000002,North West,region,2023-01-10,390,3393
E12000002,North West,region,2023-01-09,536,3792
E12000002,North West,region,2023-01-08,325,3834
E12000002,North West,region,2023-01-07,367,3919
E12000002,North West,region,2023-01-06,469,4038
E12000002,North West,region,2023-01-05,585,4262
E12000002,North West,region,2023-01-04,721,4540
E12000002,North West,region,2023-01-03,789,4786
E12000002,North West,region,2023-01-02,578,4668
E12000002,North West,region,2023-01-01,410,4610
E12000002,North West,region,2022-12-31,486,4552
E12000002,North West,region,2022-12-30,693,4445
E12000002,North West,region,2022-12-29,863,4357
E12000002,North West,region,2022-12-28,967,4294
E12000002,North West,region,2022-12-27,671,4108
E12000002,North West,region,2022-12-26,520,4255
E12000002,North West,region,2022-12-25,352,4714
E12000002,North West,region,2022-12-24,379,4894
E12000002,North West,region,2022-12-23,605,4963
E12000002,North West,region,2022-12-22,800,4933
E12000002,North West,region,2022-12-21,781,4702
E12000002,North West,region,2022-12-20,818,4636
E12000002,North West,region,2022-12-19,979,4684
E12000002,North West,region,2022-12-18,532,4461
E12000002,North West,region,2022-12-17,448,4425
E12000002,North West,region,2022-12-16,575,4327
E12000002,North West,region,2022-12-15,569,4232
E12000002,North West,region,2022-12-14,715,4131
E12000002,North West,region,2022-12-13,866,3959
E12000002,North West,region,2022-12-12,756,3662
E12000002,North West,region,2022-12-11,496,3496
E12000002,North West,region,2022-12-10,350,3421
E12000002,North West,region,2022-12-09,480,3356
E12000002,North West,region,2022-12-08,468,3233
E12000002,North West,region,2022-12-07,543,3189
E12000002,North West,region,2022-12-06,569,3109
E12000002,North West,region,2022-12-05,590,3058
E12000002,North West,region,2022-12-04,421,3029
E12000002,North West,region,2022-12-03,285,3000
E12000002,North West,region,2022-12-02,357,2973
E12000002,North West,region,2022-12-01,424,2961
E12000002,North West,region,2022-11-30,463,2925
E12000002,North West,region,2022-11-29,518,2948
E12000002,North West,region,2022-11-28,561,2871
E12000002,North West,region,2022-11-27,392,2761
E12000002,North West,region,2022-11-26,258,2687
E12000002,North West,region,2022-11-25,345,2697
E12000002,North West,region,2022-11-24,388,2660
E12000002,North West,region,2022-11-23,486,2593
E12000002,North West,region,2022-11-22,441,2486
E12000002,North West,region,2022-11-21,451,2460
E12000002,North West,region,2022-11-20,318,2494
E12000002,North West,region,2022-11-19,268,2532
E12000002,North West,region,2022-11-18,308,2584
E12000002,North West,region,2022-11-17,321,2634
E12000002,North West,region,2022-11-16,379,2705
E12000002,North West,region,2022-11-15,415,2737
E12000002,North West,region,2022-11-14,485,2813
E12000002,North West,region,2022-11-13,356,2890
E12000002,North West,region,2022-11-12,320,2892
E12000002,North West,region,2022-11-11,358,2863
E12000002,North West,region,2022-11-10,392,2863
E12000002,North West,region,2022-11-09,411,2886
E12000002,North West,region,2022-11-08,491,2959
E12000002,North West,region,2022-11-07,562,3000
E12000002,North West,region,2022-11-06,358,3042
E12000002,North West,region,2022-11-05,291,3238
E12000002,North West,region,2022-11-04,358,3355
E12000002,North West,region,2022-11-03,415,3476
E12000002,North West,region,2022-11-02,484,3655
E12000002,North West,region,2022-11-01,532,3784
E12000002,North West,region,2022-10-31,604,3912
E12000002,North West,region,2022-10-30,554,4066
E12000002,North West,region,2022-10-29,408,4112
E12000002,North West,region,2022-10-28,479,4212
E12000002,North West,region,2022-10-27,594,4423
E12000002,North West,region,2022-10-26,613,4547
E12000002,North West,region,2022-10-25,660,4710
E12000002,North West,region,2022-10-24,758,4913
E12000002,North West,region,2022-10-23,600,5194
E12000002,North West,region,2022-10-22,508,5429
E12000002,North West,region,2022-10-21,690,5622
E12000002,North West,region,2022-10-20,718,5769
E12000002,North West,region,2022-10-19,776,5819
E12000002,North West,region,2022-10-18,863,5988
E12000002,North West,region,2022-10-17,1039,6172
E12000002,North West,region,2022-10-16,835,6266
E12000002,North West,region,2022-10-15,701,6310
E12000002,North West,region,2022-10-14,837,6288
E12000002,North West,region,2022-10-13,768,6298
E12000002,North West,region,2022-10-12,945,6499
E12000002,North West,region,2022-10-11,1047,6625
E12000002,North West,region,2022-10-10,1133,6740
E12000002,North West,region,2022-10-09,879,6876
E12000002,North West,region,2022-10-08,679,6910
E12000002,North West,region,2022-10-07,847,6940
E12000002,North West,region,2022-10-06,969,6909
E12000002,North West,region,2022-10-05,1071,6813
E12000002,North West,region,2022-10-04,1162,6677
E12000002,North West,region,2022-10-03,1269,6459
E12000002,North West,region,2022-10-02,913,6123
E12000002,North West,region,2022-10-01,709,5991
E12000002,North West,region,2022-09-30,816,5877
E12000002,North West,region,2022-09-29,873,5738
E12000002,North West,region,2022-09-28,935,5610
E12000002,North West,region,2022-09-27,944,5482
E12000002,North West,region,2022-09-26,933,5451
E12000002,North West,region,2022-09-25,781,5217
E12000002,North West,region,2022-09-24,595,4950
E12000002,North West,region,2022-09-23,677,4753
E12000002,North West,region,2022-09-22,745,4510
E12000002,North West,region,2022-09-21,807,4286
E12000002,North West,region,2022-09-20,913,4039
E12000002,North West,region,2022-09-19,699,3728
E12000002,North West,region,2022-09-18,514,3572
E12000002,North West,region,2022-09-17,398,3568
E12000002,North West,region,2022-09-16,434,3480
E12000002,North West,region,2022-09-15,521,3400
E12000002,North West,region,2022-09-14,560,3246
E12000002,North West,region,2022-09-13,602,3214
E12000002,North West,region,2022-09-12,543,3106
E12000002,North West,region,2022-09-11,510,3156
E12000002,North West,region,2022-09-10,310,3181
E12000002,North West,region,2022-09-09,354,3247
E12000002,North West,region,2022-09-08,367,3320
E12000002,North West,region,2022-09-07,528,3391
E12000002,North West,region,2022-09-06,494,3348
E12000002,North West,region,2022-09-05,593,3454
E12000002,North West,region,2022-09-04,535,3320
E12000002,North West,region,2022-09-03,376,3155
E12000002,North West,region,2022-09-02,427,3111
E12000002,North West,region,2022-09-01,438,3083
E12000002,North West,region,2022-08-31,485,3008
E12000002,North West,region,2022-08-30,600,3003
E12000002,North West,region,2022-08-29,459,2915
E12000002,North West,region,2022-08-28,370,3072
E12000002,North West,region,2022-08-27,332,3154
E12000002,North West,region,2022-08-26,399,3200
E12000002,North West,region,2022-08-25,363,3250
E12000002,North West,region,2022-08-24,480,3406
E12000002,North West,region,2022-08-23,512,3498
E12000002,North West,region,2022-08-22,616,3641
E12000002,North West,region,2022-08-21,452,3793
E12000002,North West,region,2022-08-20,378,4006
E12000002,North West,region,2022-08-19,449,4188
E12000002,North West,region,2022-08-18,519,4358
E12000002,North West,region,2022-08-17,572,4578
E12000002,North West,region,2022-08-16,655,4850
E12000002,North West,region,2022-08-15,768,5136
E12000002,North West,region,2022-08-14,665,5374
E12000002,North West,region,2022-08-13,560,5499
E12000002,North West,region,2022-08-12,619,5622
E12000002,North West,region,2022-08-11,739,5753
E12000002,North West,region,2022-08-10,844,5965
E12000002,North West,region,2022-08-09,941,6131
E12000002,North West,region,2022-08-08,1006,6344
E12000002,North West,region,2022-08-07,790,6587
E12000002,North West,region,2022-08-06,683,6809
E12000002,North West,region,2022-08-05,750,7046
E12000002,North West,region,2022-08-04,951,7361
E12000002,North West,region,2022-08-03,1010,7589
E12000002,North West,region,2022-08-02,1154,7889
E12000002,North West,region,2022-08-01,1249,8160
E12000002,North West,region,2022-07-31,1012,8532
E12000002,North West,region,2022-07-30,920,8942
E12000002,North West,region,2022-07-29,1065,9190
E12000002,North West,region,2022-07-28,1179,9591
E12000002,North West,region,2022-07-27,1310,10122
E12000002,North West,region,2022-07-26,1425,10875
E12000002,North West,region,2022-07-25,1621,11530
E12000002,North West,region,2022-07-24,1422,12179
E12000002,North West,region,2022-07-23,1168,12867
E12000002,North West,region,2022-07-22,1466,13529
E12000002,North West,region,2022-07-21,1710,14248
E12000002,North West,region,2022-07-20,2063,15062
E12000002,North West,region,2022-07-19,2080,15831
E12000002,North West,region,2022-07-18,2270,17108
E12000002,North West,region,2022-07-17,2110,18524
E12000002,North West,region,2022-07-16,1830,19511
E12000002,North West,region,2022-07-15,2185,19999
E12000002,North West,region,2022-07-14,2524,20618
E12000002,North West,region,2022-07-13,2832,21099
E12000002,North West,region,2022-07-12,3357,21556
E12000002,North West,region,2022-07-11,3686,21756
E12000002,North West,region,2022-07-10,3097,21945
E12000002,North West,region,2022-07-09,2318,21893
E12000002,North West,region,2022-07-08,2804,22015
E12000002,North West,region,2022-07-07,3005,21828
E12000002,North West,region,2022-07-06,3289,21533
E12000002,North West,region,2022-07-05,3557,20985
E12000002,North West,region,2022-07-04,3875,20108
E12000002,North West,region,2022-07-03,3045,19019
E12000002,North West,region,2022-07-02,2440,18294
E12000002,North West,region,2022-07-01,2617,17597
E12000002,North West,region,2022-06-30,2710,16906
E12000002,North West,region,2022-06-29,2741,16158
E12000002,North West,region,2022-06-28,2680,15710
E12000002,North West,region,2022-06-27,2786,15212
E12000002,North West,region,2022-06-26,2320,14574
E12000002,North West,region,2022-06-25,1743,14111
E12000002,North West,region,2022-06-24,1926,13720
E12000002,North West,region,2022-06-23,1962,13165
E12000002,North West,region,2022-06-22,2293,12649
E12000002,North West,region,2022-06-21,2182,11780
E12000002,North West,region,2022-06-20,2148,11127
E12000002,North West,region,2022-06-19,1857,10460
E12000002,North West,region,2022-06-18,1352,9813
E12000002,North West,region,2022-06-17,1371,9430
E12000002,North West,region,2022-06-16,1446,9063
E12000002,North West,region,2022-06-15,1424,8578
E12000002,North West,region,2022-06-14,1529,8235
E12000002,North West,region,2022-06-13,1481,7743
E12000002,North West,region,2022-06-12,1210,7282
E12000002,North West,region,2022-06-11,969,6965
E12000002,North West,region,2022-06-10,1004,6688
E12000002,North West,region,2022-06-09,961,6261
E12000002,North West,region,2022-06-08,1081,5852
E12000002,North West,region,2022-06-07,1037,5372
E12000002,North West,region,2022-06-06,1020,5016
E12000002,North West,region,2022-06-05,893,4631
E12000002,North West,region,2022-06-04,692,4267
E12000002,North West,region,2022-06-03,577,4022
E12000002,North West,region,2022-06-02,552,3947
E12000002,North West,region,2022-06-01,601,3987
E12000002,North West,region,2022-05-31,681,3978
E12000002,North West,region,2022-05-30,635,3971
E12000002,North West,region,2022-05-29,529,4036
E12000002,North West,region,2022-05-28,447,4111
E12000002,North West,region,2022-05-27,502,4162
E12000002,North West,region,2022-05-26,592,4316
E12000002,North West,region,2022-05-25,592,4413
E12000002,North West,region,2022-05-24,674,4594
E12000002,North West,region,2022-05-23,700,4747
E12000002,North West,region,2022-05-22,604,5081
E12000002,North West,region,2022-05-21,498,5284
E12000002,North West,region,2022-05-20,656,5417
E12000002,North West,region,2022-05-19,689,5470
E12000002,North West,region,2022-05-18,773,5590
E12000002,North West,region,2022-05-17,827,5710
E12000002,North West,region,2022-05-16,1034,5894
E12000002,North West,region,2022-05-15,807,6060
E12000002,North West,region,2022-05-14,631,6288
E12000002,North West,region,2022-05-13,709,6442
E12000002,North West,region,2022-05-12,809,6732
E12000002,North West,region,2022-05-11,893,7045
E12000002,North West,region,2022-05-10,1011,7437
E12000002,North West,region,2022-05-09,1200,7954
E12000002,North West,region,2022-05-08,1035,8119
E12000002,North West,region,2022-05-07,785,8043
E12000002,North West,region,2022-05-06,999,8145
E12000002,North West,region,2022-05-05,1122,8201
E12000002,North West,region,2022-05-04,1285,8241
E12000002,North West,region,2022-05-03,1528,8227
E12000002,North West,region,2022-05-02,1365,8222
E12000002,North West,region,2022-05-01,959,8645
E12000002,North West,region,2022-04-30,887,9193
E12000002,North West,region,2022-04-29,1055,9583
E12000002,North West,region,2022-04-28,1162,10137
E12000002,North West,region,2022-04-27,1271,10760
E12000002,North West,region,2022-04-26,1523,11648
E12000002,North West,region,2022-04-25,1788,12900
E12000002,North West,region,2022-04-24,1507,13692
E12000002,North West,region,2022-04-23,1277,14276
E12000002,North West,region,2022-04-22,1609,14915
E12000002,North West,region,2022-04-21,1785,15427
E12000002,North West,region,2022-04-20,2159,16193
E12000002,North West,region,2022-04-19,2775,17118
E12000002,North West,region,2022-04-18,2580,17617
E12000002,North West,region,2022-04-17,2091,18732
E12000002,North West,region,2022-04-16,1916,19549
E12000002,North West,region,2022-04-15,2121,20268
E12000002,North West,region,2022-04-14,2551,21205
E12000002,North West,region,2022-04-13,3084,22325
E12000002,North West,region,2022-04-12,3274,23441
E12000002,North West,region,2022-04-11,3695,24932
E12000002,North West,region,2022-04-10,2908,26457
E12000002,North West,region,2022-04-09,2635,27819
E12000002,North West,region,2022-04-08,3058,28720
E12000002,North West,region,2022-04-07,3671,30147
E12000002,North West,region,2022-04-06,4200,31605
E12000002,North West,region,2022-04-05,4765,35020
E12000002,North West,region,2022-04-04,5220,38468
E12000002,North West,region,2022-04-03,4270,42580
E12000002,North West,region,2022-04-02,3536,45078
E12000002,North West,region,2022-04-01,4485,47333
E12000002,North West,region,2022-03-31,5129,49842
E12000002,North West,region,2022-03-30,7615,52622
E12000002,North West,region,2022-03-29,8213,53614
E12000002,North West,region,2022-03-28,9332,54645
E12000002,North West,region,2022-03-27,6768,55984
E12000002,North West,region,2022-03-26,5791,56727
E12000002,North West,region,2022-03-25,6994,56933
E12000002,North West,region,2022-03-24,7909,56756
E12000002,North West,region,2022-03-23,8607,56122
E12000002,North West,region,2022-03-22,9244,55469
E12000002,North West,region,2022-03-21,10671,54316
E12000002,North West,region,2022-03-20,7511,52226
E12000002,North West,region,2022-03-19,5997,51134
E12000002,North West,region,2022-03-18,6817,50252
E12000002,North West,region,2022-03-17,7275,48997
E12000002,North West,region,2022-03-16,7954,47514
E12000002,North West,region,2022-03-15,8091,45352
E12000002,North West,region,2022-03-14,8581,42726
E12000002,North West,region,2022-03-13,6419,39545
E12000002,North West,region,2022-03-12,5115,36724
E12000002,North West,region,2022-03-11,5562,34384
E12000002,North West,region,2022-03-10,5792,31998
E12000002,North West,region,2022-03-09,5792,29406
E12000002,North West,region,2022-03-08,5465,26978
E12000002,North West,region,2022-03-07,5400,24621
E12000002,North West,region,2022-03-06,3598,22291
E12000002,North West,region,2022-03-05,2775,20872
E12000002,North West,region,2022-03-04,3176,19713
E12000002,North West,region,2022-03-03,3200,18403
E12000002,North West,region,2022-03-02,3364,17277
E12000002,North West,region,2022-03-01,3108,16409
E12000002,North West,region,2022-02-28,3070,15878
E12000002,North West,region,2022-02-27,2179,15763
E12000002,North West,region,2022-02-26,1616,16143
E12000002,North West,region,2022-02-25,1866,16727
E12000002,North West,region,2022-02-24,2074,17308
E12000002,North West,region,2022-02-23,2496,18169
E12000002,North West,region,2022-02-22,2577,19162
E12000002,North West,region,2022-02-21,2955,20245
E12000002,North West,region,2022-02-20,2559,21184
E12000002,North West,region,2022-02-19,2200,21549
E12000002,North West,region,2022-02-18,2447,21891
E12000002,North West,region,2022-02-17,2935,22541
E12000002,North West,region,2022-02-16,3489,23370
E12000002,North West,region,2022-02-15,3660,24363
E12000002,North West,region,2022-02-14,3894,25757
E12000002,North West,region,2022-02-13,2924,27637
E12000002,North West,region,2022-02-12,2542,29264
E12000002,North West,region,2022-02-11,3097,30571
E12000002,North West,region,2022-02-10,3764,32206
E12000002,North West,region,2022-02-09,4482,34343
E12000002,North West,region,2022-02-08,5054,36728
E12000002,North West,region,2022-02-07,5774,38947
E12000002,North West,region,2022-02-06,4551,41626
E12000002,North West,region,2022-02-05,3849,44279
E12000002,North West,region,2022-02-04,4732,46246
E12000002,North West,region,2022-02-03,5901,48402
E12000002,North West,region,2022-02-02,6867,50680
E12000002,North West,region,2022-02-01,7273,53003
E12000002,North West,region,2022-01-31,8453,55646
E12000002,North West,region,2022-01-30,7204,58608
E12000002,North West,region,2022-01-29,5816,60668
E12000002,North West,region,2022-01-28,6888,62163
E12000002,North West,region,2022-01-27,8179,63740
E12000002,North West,region,2022-01-26,9190,65228
E12000002,North West,region,2022-01-25,9916,67483
E12000002,North West,region,2022-01-24,11415,69897
E12000002,North West,region,2022-01-23,9264,72631
E12000002,North West,region,2022-01-22,7311,74041
E12000002,North West,region,2022-01-21,8465,75080
E12000002,North West,region,2022-01-20,9667,76185
E12000002,North West,region,2022-01-19,11445,77839
E12000002,North West,region,2022-01-18,12330,78761
E12000002,North West,region,2022-01-17,14149,80635
E12000002,North West,region,2022-01-16,10674,83774
E12000002,North West,region,2022-01-15,8350,85438
E12000002,North West,region,2022-01-14,9570,89364
E12000002,North West,region,2022-01-13,11321,95941
E12000002,North West,region,2022-01-12,12367,108643
E12000002,North West,region,2022-01-11,14204,127965
E12000002,North West,region,2022-01-10,17288,153982
E12000002,North West,region,2022-01-09,12338,170261
E12000002,North West,region,2022-01-08,12276,184452
E12000002,North West,region,2022-01-07,16147,189512
E12000002,North West,region,2022-01-06,24023,200385
E12000002,North West,region,2022-01-05,31689,210099
E12000002,North West,region,2022-01-04,40221,217277
E12000002,North West,region,2022-01-03,33567,207112
E12000002,North West,region,2022-01-02,26529,200475
E12000002,North West,region,2022-01-01,17336,189814
E12000002,North West,region,2021-12-31,27020,182031
E12000002,North West,region,2021-12-30,33737,173944
E12000002,North West,region,2021-12-29,38867,161238
E12000002,North West,region,2021-12-28,30056,143739
E12000002,North West,region,2021-12-27,26930,131874
E12000002,North West,region,2021-12-26,15868,120339
E12000002,North West,region,2021-12-25,9553,113675
E12000002,North West,region,2021-12-24,18933,112644
E12000002,North West,region,2021-12-23,21031,102632
E12000002,North West,region,2021-12-22,21368,91619
E12000002,North West,region,2021-12-21,18191,80517
E12000002,North West,region,2021-12-20,15395,71133
E12000002,North West,region,2021-12-19,9204,63395
E12000002,North West,region,2021-12-18,8522,58764
E12000002,North West,region,2021-12-17,8921,54579
E12000002,North West,region,2021-12-16,10018,50271
E12000002,North West,region,2021-12-15,10266,45465
E12000002,North West,region,2021-12-14,8807,40703
E12000002,North West,region,2021-12-13,7657,37151
E12000002,North West,region,2021-12-12,4573,35528
E12000002,North West,region,2021-12-11,4337,34774
E12000002,North West,region,2021-12-10,4613,33729
E12000002,North West,region,2021-12-09,5212,33378
E12000002,North West,region,2021-12-08,5504,32861
E12000002,North West,region,2021-12-07,5255,32512
E12000002,North West,region,2021-12-06,6034,32438
E12000002,North West,region,2021-12-05,3819,31390
E12000002,North West,region,2021-12-04,3292,31184
E12000002,North West,region,2021-12-03,4262,30817
E12000002,North West,region,2021-12-02,4695,30226
E12000002,North West,region,2021-12-01,5155,29634
E12000002,North West,region,2021-11-30,5181,28753
E12000002,North West,region,2021-11-29,4986,28170
E12000002,North West,region,2021-11-28,3613,27908
E12000002,North West,region,2021-11-27,2925,27798
E12000002,North West,region,2021-11-26,3671,28208
E12000002,North West,region,2021-11-25,4103,28321
E12000002,North West,region,2021-11-24,4274,28689
E12000002,North West,region,2021-11-23,4598,28974
E12000002,North West,region,2021-11-22,4724,28995
E12000002,North West,region,2021-11-21,3503,29327
E12000002,North West,region,2021-11-20,3335,29177
E12000002,North West,region,2021-11-19,3784,28965
E12000002,North West,region,2021-11-18,4471,28871
E12000002,North West,region,2021-11-17,4559,28452
E12000002,North West,region,2021-11-16,4619,28009
E12000002,North West,region,2021-11-15,5056,27698
E12000002,North West,region,2021-11-14,3353,27281
E12000002,North West,region,2021-11-13,3123,27142
E12000002,North West,region,2021-11-12,3690,26868
E12000002,North West,region,2021-11-11,4052,26306
E12000002,North West,region,2021-11-10,4116,25669
E12000002,North West,region,2021-11-09,4308,25408
E12000002,North West,region,2021-11-08,4639,25174
E12000002,North West,region,2021-11-07,3214,25352
E12000002,North West,region,2021-11-06,2849,25950
E12000002,North West,region,2021-11-05,3128,26584
E12000002,North West,region,2021-11-04,3415,27724
E12000002,North West,region,2021-11-03,3855,28725
E12000002,North West,region,2021-11-02,4074,29429
E12000002,North West,region,2021-11-01,4817,29569
E12000002,North West,region,2021-10-31,3812,29667
E12000002,North West,region,2021-10-30,3483,29494
E12000002,North West,region,2021-10-29,4268,29467
E12000002,North West,region,2021-10-28,4416,29331
E12000002,North West,region,2021-10-27,4559,29597
E12000002,North West,region,2021-10-26,4214,30373
E12000002,North West,region,2021-10-25,4915,31500
E12000002,North West,region,2021-10-24,3639,32666
E12000002,North West,region,2021-10-23,3456,33568
E12000002,North West,region,2021-10-22,4132,33858
E12000002,North West,region,2021-10-21,4682,34014
E12000002,North West,region,2021-10-20,5335,34495
E12000002,North West,region,2021-10-19,5341,34435
E12000002,North West,region,2021-10-18,6081,34690
E12000002,North West,region,2021-10-17,4541,34763
E12000002,North West,region,2021-10-16,3746,34556
E12000002,North West,region,2021-10-15,4288,34785
E12000002,North West,region,2021-10-14,5163,34783
E12000002,North West,region,2021-10-13,5275,34443
E12000002,North West,region,2021-10-12,5596,34187
E12000002,North West,region,2021-10-11,6154,33442
E12000002,North West,region,2021-10-10,4334,32877
E12000002,North West,region,2021-10-09,3975,32335
E12000002,North West,region,2021-10-08,4286,31531
E12000002,North West,region,2021-10-07,4823,30801
E12000002,North West,region,2021-10-06,5019,29807
E12000002,North West,region,2021-10-05,4851,28868
E12000002,North West,region,2021-10-04,5589,28054
E12000002,North West,region,2021-10-03,3792,27388
E12000002,North West,region,2021-10-02,3171,27125
E12000002,North West,region,2021-10-01,3556,26960
E12000002,North West,region,2021-09-30,3829,26963
E12000002,North West,region,2021-09-29,4080,27017
E12000002,North West,region,2021-09-28,4037,27032
E12000002,North West,region,2021-09-27,4923,27333
E12000002,North West,region,2021-09-26,3529,27254
E12000002,North West,region,2021-09-25,3006,27320
E12000002,North West,region,2021-09-24,3559,27359
E12000002,North West,region,2021-09-23,3883,27082
E12000002,North West,region,2021-09-22,4095,26789
E12000002,North West,region,2021-09-21,4338,26294
E12000002,North West,region,2021-09-20,4844,25573
E12000002,North West,region,2021-09-19,3595,24741
E12000002,North West,region,2021-09-18,3045,23935
E12000002,North West,region,2021-09-17,3282,23473
E12000002,North West,region,2021-09-16,3590,23399
E12000002,North West,region,2021-09-15,3600,23566
E12000002,North West,region,2021-09-14,3617,24052
E12000002,North West,region,2021-09-13,4012,24604
E12000002,North West,region,2021-09-12,2789,25512
E12000002,North West,region,2021-09-11,2583,26090
E12000002,North West,region,2021-09-10,3208,26757
E12000002,North West,region,2021-09-09,3757,27559
E12000002,North West,region,2021-09-08,4086,28327
E12000002,North West,region,2021-09-07,4169,28782
E12000002,North West,region,2021-09-06,4920,29186
E12000002,North West,region,2021-09-05,3367,27707
E12000002,North West,region,2021-09-04,3250,26955
E12000002,North West,region,2021-09-03,4010,26330
E12000002,North West,region,2021-09-02,4525,25498
E12000002,North West,region,2021-09-01,4541,24700
E12000002,North West,region,2021-08-31,4573,23957
E12000002,North West,region,2021-08-30,3441,23090
E12000002,North West,region,2021-08-29,2615,23571
E12000002,North West,region,2021-08-28,2625,23865
E12000002,North West,region,2021-08-27,3178,24021
E12000002,North West,region,2021-08-26,3727,24028
E12000002,North West,region,2021-08-25,3798,23888
E12000002,North West,region,2021-08-24,3706,23729
E12000002,North West,region,2021-08-23,3922,23509
E12000002,North West,region,2021-08-22,2909,23426
E12000002,North West,region,2021-08-21,2781,23301
E12000002,North West,region,2021-08-20,3185,23174
E12000002,North West,region,2021-08-19,3587,23065
E12000002,North West,region,2021-08-18,3639,22944
E12000002,North West,region,2021-08-17,3486,23091
E12000002,North West,region,2021-08-16,3839,23296
E12000002,North West,region,2021-08-15,2784,23184
E12000002,North West,region,2021-08-14,2654,23008
E12000002,North West,region,2021-08-13,3076,22836
E12000002,North West,region,2021-08-12,3466,22845
E12000002,North West,region,2021-08-11,3786,23010
E12000002,North West,region,2021-08-10,3691,22855
E12000002,North West,region,2021-08-09,3727,22608
E12000002,North West,region,2021-08-08,2608,22486
E12000002,North West,region,2021-08-07,2482,22341
E12000002,North West,region,2021-08-06,3085,22138
E12000002,North West,region,2021-08-05,3631,21844
E12000002,North West,region,2021-08-04,3631,21579
E12000002,North West,region,2021-08-03,3444,21493
E12000002,North West,region,2021-08-02,3605,21453
E12000002,North West,region,2021-08-01,2463,21531
E12000002,North West,region,2021-07-31,2279,21918
E12000002,North West,region,2021-07-30,2791,22544
E12000002,North West,region,2021-07-29,3366,23191
E12000002,North West,region,2021-07-28,3545,23763
E12000002,North West,region,2021-07-27,3404,24667
E12000002,North West,region,2021-07-26,3683,26518
E12000002,North West,region,2021-07-25,2850,29171
E12000002,North West,region,2021-07-24,2905,30976
E12000002,North West,region,2021-07-23,3438,33052
E12000002,North West,region,2021-07-22,3938,36915
E12000002,North West,region,2021-07-21,4449,41094
E12000002,North West,region,2021-07-20,5255,44153
E12000002,North West,region,2021-07-19,6336,45544
E12000002,North West,region,2021-07-18,4655,45446
E12000002,North West,region,2021-07-17,4981,45096
E12000002,North West,region,2021-07-16,7301,44135
E12000002,North West,region,2021-07-15,8117,41714
E12000002,North West,region,2021-07-14,7508,38745
E12000002,North West,region,2021-07-13,6646,37188
E12000002,North West,region,2021-07-12,6238,36004
E12000002,North West,region,2021-07-11,4305,35047
E12000002,North West,region,2021-07-10,4020,34666
