date,Date,CDID,Value,series
2010 MAR,2010-03-15,WUMP,.22,FurnitureHousehold
2010 MAR,2010-03-15,WUMQ,.07,Health
2010 MAR,2010-03-15,WUMW,1.71,Transport
2010 MAR,2010-03-15,WUMX,.12,Communication
2010 MAR,2010-03-15,WUNC,.38,RecreationCulture
2010 MAR,2010-03-15,WUND,.11,Education
2010 MAR,2010-03-15,WUNE,.33,RestaurantsHotels
2010 MAR,2010-03-15,WUNG,.15,Misc
2010 MAY,2010-05-15,WUMA,.2,Food
2010 MAY,2010-05-15,WUMB,.2,AlcoholTobacco
2010 MAY,2010-05-15,WUMC,-.02,ClothingFootwear
2010 MAY,2010-05-15,WUMD,.08,HousingHouseService
2010 MAY,2010-05-15,WUMP,.19,FurnitureHousehold
2010 MAY,2010-05-15,WUMQ,.06,Health
2010 MAY,2010-05-15,WUMW,1.57,Transport
2010 MAY,2010-05-15,WUMX,.13,Communication
2010 MAY,2010-05-15,WUNC,.29,RecreationCulture
2010 MAY,2010-05-15,WUND,.11,Education
2010 MAY,2010-05-15,WUNE,.35,RestaurantsHotels
2010 MAY,2010-05-15,WUNG,.23,Misc
2010 NOV,2010-11-15,WUMA,.6,Food
2010 NOV,2010-11-15,WUMB,.26,AlcoholTobacco
2010 NOV,2010-11-15,WUMC,.15,ClothingFootwear
2010 NOV,2010-11-15,WUMD,.08,HousingHouseService
2010 NOV,2010-11-15,WUMP,.24,FurnitureHousehold
2010 NOV,2010-11-15,WUMQ,.07,Health
2010 NOV,2010-11-15,WUMW,.82,Transport
2010 NOV,2010-11-15,WUMX,.1,Communication
2010 NOV,2010-11-15,WUNC,.17,RecreationCulture
2010 NOV,2010-11-15,WUND,.1,Education
2010 NOV,2010-11-15,WUNE,.41,RestaurantsHotels
2010 NOV,2010-11-15,WUNG,.28,Misc
2010 OCT,2010-10-15,WUMA,.49,Food
2010 OCT,2010-10-15,WUMB,.25,AlcoholTobacco
2010 OCT,2010-10-15,WUMC,.06,ClothingFootwear
2010 OCT,2010-10-15,WUMD,.06,HousingHouseService
2010 OCT,2010-10-15,WUMP,.19,FurnitureHousehold
2010 OCT,2010-10-15,WUMQ,.06,Health
2010 OCT,2010-10-15,WUMW,.93,Transport
2010 OCT,2010-10-15,WUMX,.1,Communication
2010 OCT,2010-10-15,WUNC,.23,RecreationCulture
2010 OCT,2010-10-15,WUND,.1,Education
2010 OCT,2010-10-15,WUNE,.39,RestaurantsHotels
2010 OCT,2010-10-15,WUNG,.29,Misc
2010 SEP,2010-09-15,WUMA,.57,Food
2010 SEP,2010-09-15,WUMB,.21,AlcoholTobacco
2010 SEP,2010-09-15,WUMC,.08,ClothingFootwear
2010 SEP,2010-09-15,WUMD,.06,HousingHouseService
2010 SEP,2010-09-15,WUMP,.21,FurnitureHousehold
2010 SEP,2010-09-15,WUMQ,.06,Health
2010 SEP,2010-09-15,WUMW,.86,Transport
2010 SEP,2010-09-15,WUMX,.11,Communication
2010 SEP,2010-09-15,WUNC,.16,RecreationCulture
2010 SEP,2010-09-15,WUND,.13,Education
2010 SEP,2010-09-15,WUNE,.41,RestaurantsHotels
2010 SEP,2010-09-15,WUNG,.25,Misc
2011 APR,2011-04-15,WUMA,.47,Food
2011 APR,2011-04-15,WUMB,.38,AlcoholTobacco
2011 APR,2011-04-15,WUMC,.09,ClothingFootwear
2011 APR,2011-04-15,WUMD,.57,HousingHouseService
2011 APR,2011-04-15,WUMP,.33,FurnitureHousehold
2011 APR,2011-04-15,WUMQ,.09,Health
2011 APR,2011-04-15,WUMW,1.53,Transport
2011 APR,2011-04-15,WUMX,.07,Communication
2011 APR,2011-04-15,WUNC,.13,RecreationCulture
2011 APR,2011-04-15,WUND,.1,Education
2011 APR,2011-04-15,WUNE,.52,RestaurantsHotels
2011 APR,2011-04-15,WUNG,.2,Misc
2011 AUG,2011-08-15,WUMA,.6899999999999999,Food
2011 AUG,2011-08-15,WUMB,.41,AlcoholTobacco
2011 AUG,2011-08-15,WUMC,.23,ClothingFootwear
2011 AUG,2011-08-15,WUMD,.65,HousingHouseService
2011 AUG,2011-08-15,WUMP,.37,FurnitureHousehold
2011 AUG,2011-08-15,WUMQ,.08,Health
2011 AUG,2011-08-15,WUMW,1.19,Transport
2011 AUG,2011-08-15,WUMX,.09,Communication
2011 AUG,2011-08-15,WUNC,-.12,RecreationCulture
2011 AUG,2011-08-15,WUND,.1,Education
2011 AUG,2011-08-15,WUNE,.55,RestaurantsHotels
2011 AUG,2011-08-15,WUNG,.26,Misc
2011 DEC,2011-12-15,WUMA,.45,Food
2011 DEC,2011-12-15,WUMB,.37,AlcoholTobacco
2011 DEC,2011-12-15,WUMC,.14,ClothingFootwear
2011 DEC,2011-12-15,WUMD,1.01,HousingHouseService
2011 DEC,2011-12-15,WUMP,.3,FurnitureHousehold
2011 DEC,2011-12-15,WUMQ,.08,Health
2011 DEC,2011-12-15,WUMW,.91,Transport
2011 DEC,2011-12-15,WUMX,.17,Communication
2011 DEC,2011-12-15,WUNC,-.1,RecreationCulture
2011 DEC,2011-12-15,WUND,.09,Education
2011 DEC,2011-12-15,WUNE,.53,RestaurantsHotels
2011 DEC,2011-12-15,WUNG,.25,Misc
2011 FEB,2011-02-15,WUMA,.6899999999999999,Food
2011 FEB,2011-02-15,WUMB,.25,AlcoholTobacco
2011 FEB,2011-02-15,WUMC,.17,ClothingFootwear
2011 FEB,2011-02-15,WUMD,.4,HousingHouseService
2011 FEB,2011-02-15,WUMP,.27,FurnitureHousehold
2011 FEB,2011-02-15,WUMQ,.06,Health
2011 FEB,2011-02-15,WUMW,1.29,Transport
2011 FEB,2011-02-15,WUMX,.12,Communication
2011 FEB,2011-02-15,WUNC,.2,RecreationCulture
2011 FEB,2011-02-15,WUND,.1,Education
2011 FEB,2011-02-15,WUNE,.55,RestaurantsHotels
2011 FEB,2011-02-15,WUNG,.26,Misc
2011 JAN,2011-01-15,WUMA,.68,Food
2011 JAN,2011-01-15,WUMB,.28,AlcoholTobacco
2011 JAN,2011-01-15,WUMC,.05,ClothingFootwear
2011 JAN,2011-01-15,WUMD,.27,HousingHouseService
2011 JAN,2011-01-15,WUMP,.25,FurnitureHousehold
2011 JAN,2011-01-15,WUMQ,.07,Health
2011 JAN,2011-01-15,WUMW,1.25,Transport
2011 JAN,2011-01-15,WUMX,.09,Communication
2011 JAN,2011-01-15,WUNC,.15,RecreationCulture
2011 JAN,2011-01-15,WUND,.1,Education
2011 JAN,2011-01-15,WUNE,.5600000000000001,RestaurantsHotels
2011 JAN,2011-01-15,WUNG,.21,Misc
2011 JUL,2011-07-15,WUMA,.6899999999999999,Food
2011 JUL,2011-07-15,WUMB,.43,AlcoholTobacco
2011 JUL,2011-07-15,WUMC,.15,ClothingFootwear
2011 JUL,2011-07-15,WUMD,.59,HousingHouseService
2011 JUL,2011-07-15,WUMP,.31,FurnitureHousehold
2011 JUL,2011-07-15,WUMQ,.08,Health
2011 JUL,2011-07-15,WUMW,1.25,Transport
2011 JUL,2011-07-15,WUMX,.07,Communication
2011 JUL,2011-07-15,WUNC,-.04,RecreationCulture
2011 JUL,2011-07-15,WUND,.1,Education
2011 JUL,2011-07-15,WUNE,.54,RestaurantsHotels
2011 JUL,2011-07-15,WUNG,.26,Misc
2011 JUN,2011-06-15,WUMA,.76,Food
2011 JUN,2011-06-15,WUMB,.4,AlcoholTobacco
2011 JUN,2011-06-15,WUMC,.1,ClothingFootwear
2011 JUN,2011-06-15,WUMD,.54,HousingHouseService
2011 JUN,2011-06-15,WUMP,.26,FurnitureHousehold
2011 JUN,2011-06-15,WUMQ,.08,Health
2011 JUN,2011-06-15,WUMW,1.27,Transport
2011 JUN,2011-06-15,WUMX,.05,Communication
2011 JUN,2011-06-15,WUNC,-.08,RecreationCulture
2011 JUN,2011-06-15,WUND,.1,Education
2011 JUN,2011-06-15,WUNE,.54,RestaurantsHotels
2011 JUN,2011-06-15,WUNG,.18,Misc
2011 MAR,2011-03-15,WUMA,.49,Food
2011 MAR,2011-03-15,WUMB,.24,AlcoholTobacco
2011 MAR,2011-03-15,WUMC,.14,ClothingFootwear
2011 MAR,2011-03-15,WUMD,.44,HousingHouseService
2011 MAR,2011-03-15,WUMP,.28,FurnitureHousehold
2011 MAR,2011-03-15,WUMQ,.08,Health
2011 MAR,2011-03-15,WUMW,1.29,Transport
2011 MAR,2011-03-15,WUMX,.11,Communication
2011 MAR,2011-03-15,WUNC,.09,RecreationCulture
2011 MAR,2011-03-15,WUND,.1,Education
2011 MAR,2011-03-15,WUNE,.53,RestaurantsHotels
2011 MAR,2011-03-15,WUNG,.26,Misc
2011 MAY,2011-05-15,WUMA,.64,Food
2011 MAY,2011-05-15,WUMB,.41,AlcoholTobacco
2011 MAY,2011-05-15,WUMC,.1,ClothingFootwear
2011 MAY,2011-05-15,WUMD,.55,HousingHouseService
2011 MAY,2011-05-15,WUMP,.28,FurnitureHousehold
2011 MAY,2011-05-15,WUMQ,.09,Health
2011 MAY,2011-05-15,WUMW,1.29,Transport
2011 MAY,2011-05-15,WUMX,.1,Communication
2011 MAY,2011-05-15,WUNC,.13,RecreationCulture
2011 MAY,2011-05-15,WUND,.1,Education
2011 MAY,2011-05-15,WUNE,.54,RestaurantsHotels
2011 MAY,2011-05-15,WUNG,.24,Misc
2011 NOV,2011-11-15,WUMA,.46,Food
2011 NOV,2011-11-15,WUMB,.41,AlcoholTobacco
2011 NOV,2011-11-15,WUMC,.23,ClothingFootwear
2011 NOV,2011-11-15,WUMD,1.17,HousingHouseService
2011 NOV,2011-11-15,WUMP,.32,FurnitureHousehold
2011 NOV,2011-11-15,WUMQ,.08,Health
2011 NOV,2011-11-15,WUMW,1.14,Transport
2011 NOV,2011-11-15,WUMX,.13,Communication
2011 NOV,2011-11-15,WUNC,-.08,RecreationCulture
2011 NOV,2011-11-15,WUND,.09,Education
2011 NOV,2011-11-15,WUNE,.55,RestaurantsHotels
2011 NOV,2011-11-15,WUNG,.27,Misc
2011 OCT,2011-10-15,WUMA,.5600000000000001,Food
2011 OCT,2011-10-15,WUMB,.38,AlcoholTobacco
2011 OCT,2011-10-15,WUMC,.26,ClothingFootwear
2011 OCT,2011-10-15,WUMD,1.16,HousingHouseService
2011 OCT,2011-10-15,WUMP,.36,FurnitureHousehold
2011 OCT,2011-10-15,WUMQ,.07,Health
2011 OCT,2011-10-15,WUMW,1.23,Transport
2011 OCT,2011-10-15,WUMX,.13,Communication
2011 OCT,2011-10-15,WUNC,-.07,RecreationCulture
2011 OCT,2011-10-15,WUND,.09,Education
2011 OCT,2011-10-15,WUNE,.55,RestaurantsHotels
2011 OCT,2011-10-15,WUNG,.27,Misc
2011 SEP,2011-09-15,WUMA,.71,Food
2011 SEP,2011-09-15,WUMB,.42,AlcoholTobacco
2011 SEP,2011-09-15,WUMC,.17,ClothingFootwear
2011 SEP,2011-09-15,WUMD,1.1,HousingHouseService
2011 SEP,2011-09-15,WUMP,.34,FurnitureHousehold
2011 SEP,2011-09-15,WUMQ,.09,Health
2011 SEP,2011-09-15,WUMW,1.41,Transport
2011 SEP,2011-09-15,WUMX,.16,Communication
2011 SEP,2011-09-15,WUNC,-.09,RecreationCulture
2011 SEP,2011-09-15,WUND,.09,Education
2011 SEP,2011-09-15,WUNE,.57,RestaurantsHotels
2011 SEP,2011-09-15,WUNG,.23,Misc
2012 APR,2012-04-15,WUMA,.49,Food
2012 APR,2012-04-15,WUMB,.23,AlcoholTobacco
2012 APR,2012-04-15,WUMC,.15,ClothingFootwear
2012 APR,2012-04-15,WUMD,.8100000000000001,HousingHouseService
2012 APR,2012-04-15,WUMP,.23,FurnitureHousehold
2012 APR,2012-04-15,WUMQ,.08,Health
2012 APR,2012-04-15,WUMW,.28,Transport
2012 APR,2012-04-15,WUMX,.11,Communication
2012 APR,2012-04-15,WUNC,-.07,RecreationCulture
2012 APR,2012-04-15,WUND,.09,Education
2012 APR,2012-04-15,WUNE,.39,RestaurantsHotels
2012 APR,2012-04-15,WUNG,.26,Misc
2012 AUG,2012-08-15,WUMA,.26,Food
2012 AUG,2012-08-15,WUMB,.24,AlcoholTobacco
2012 AUG,2012-08-15,WUMC,-.05,ClothingFootwear
2012 AUG,2012-08-15,WUMD,.74,HousingHouseService
2012 AUG,2012-08-15,WUMP,.14,FurnitureHousehold
2012 AUG,2012-08-15,WUMQ,.06,Health
2012 AUG,2012-08-15,WUMW,.29,Transport
2012 AUG,2012-08-15,WUMX,.12,Communication
2012 AUG,2012-08-15,WUNC,.09,RecreationCulture
2012 AUG,2012-08-15,WUND,.09,Education
2012 AUG,2012-08-15,WUNE,.35,RestaurantsHotels
2012 AUG,2012-08-15,WUNG,.15,Misc
2012 DEC,2012-12-15,WUMA,.42,Food
2012 DEC,2012-12-15,WUMB,.25,AlcoholTobacco
2012 DEC,2012-12-15,WUMC,.07,ClothingFootwear
2012 DEC,2012-12-15,WUMD,.55,HousingHouseService
2012 DEC,2012-12-15,WUMP,.06,FurnitureHousehold
2012 DEC,2012-12-15,WUMQ,.07,Health
2012 DEC,2012-12-15,WUMW,.19,Transport
2012 DEC,2012-12-15,WUMX,.06,Communication
2012 DEC,2012-12-15,WUNC,.09,RecreationCulture
2012 DEC,2012-12-15,WUND,.37,Education
2012 DEC,2012-12-15,WUNE,.37,RestaurantsHotels
2012 DEC,2012-12-15,WUNG,.19,Misc
2012 FEB,2012-02-15,WUMA,.43,Food
2012 FEB,2012-02-15,WUMB,.34,AlcoholTobacco
2012 FEB,2012-02-15,WUMC,.14,ClothingFootwear
2012 FEB,2012-02-15,WUMD,.87,HousingHouseService
2012 FEB,2012-02-15,WUMP,.28,FurnitureHousehold
2012 FEB,2012-02-15,WUMQ,.09,Health
2012 FEB,2012-02-15,WUMW,.59,Transport
2012 FEB,2012-02-15,WUMX,.11,Communication
2012 FEB,2012-02-15,WUNC,-.13,RecreationCulture
2012 FEB,2012-02-15,WUND,.09,Education
2012 FEB,2012-02-15,WUNE,.35,RestaurantsHotels
2012 FEB,2012-02-15,WUNG,.28,Misc
2012 JAN,2012-01-15,WUMA,.42,Food
2012 JAN,2012-01-15,WUMB,.26,AlcoholTobacco
2012 JAN,2012-01-15,WUMC,.18,ClothingFootwear
2012 JAN,2012-01-15,WUMD,.96,HousingHouseService
2012 JAN,2012-01-15,WUMP,.27,FurnitureHousehold
2012 JAN,2012-01-15,WUMQ,.08,Health
2012 JAN,2012-01-15,WUMW,.63,Transport
2012 JAN,2012-01-15,WUMX,.13,Communication
2012 JAN,2012-01-15,WUNC,-.08,RecreationCulture
2012 JAN,2012-01-15,WUND,.09,Education
2012 JAN,2012-01-15,WUNE,.37,RestaurantsHotels
2012 JAN,2012-01-15,WUNG,.27,Misc
2012 JUL,2012-07-15,WUMA,.25,Food
2012 JUL,2012-07-15,WUMB,.21,AlcoholTobacco
2012 JUL,2012-07-15,WUMC,0,ClothingFootwear
2012 JUL,2012-07-15,WUMD,.79,HousingHouseService
2012 JUL,2012-07-15,WUMP,.22,FurnitureHousehold
2012 JUL,2012-07-15,WUMQ,.07,Health
2012 JUL,2012-07-15,WUMW,.22,Transport
2012 JUL,2012-07-15,WUMX,.12,Communication
2012 JUL,2012-07-15,WUNC,.06,RecreationCulture
2012 JUL,2012-07-15,WUND,.09,Education
2012 JUL,2012-07-15,WUNE,.37,RestaurantsHotels
2012 JUL,2012-07-15,WUNG,.16,Misc
2012 JUN,2012-06-15,WUMA,.26,Food
2012 JUN,2012-06-15,WUMB,.2,AlcoholTobacco
2012 JUN,2012-06-15,WUMC,-.05,ClothingFootwear
2012 JUN,2012-06-15,WUMD,.78,HousingHouseService
2012 JUN,2012-06-15,WUMP,.22,FurnitureHousehold
2012 JUN,2012-06-15,WUMQ,.09,Health
2012 JUN,2012-06-15,WUMW,.15,Transport
2012 JUN,2012-06-15,WUMX,.13,Communication
2012 JUN,2012-06-15,WUNC,.04,RecreationCulture
2012 JUN,2012-06-15,WUND,.09,Education
2012 JUN,2012-06-15,WUNE,.37,RestaurantsHotels
2012 JUN,2012-06-15,WUNG,.18,Misc
2012 MAR,2012-03-15,WUMA,.53,Food
2012 MAR,2012-03-15,WUMB,.33,AlcoholTobacco
2012 MAR,2012-03-15,WUMC,.22,ClothingFootwear
2012 MAR,2012-03-15,WUMD,.79,HousingHouseService
2012 MAR,2012-03-15,WUMP,.26,FurnitureHousehold
2012 MAR,2012-03-15,WUMQ,.07,Health
2012 MAR,2012-03-15,WUMW,.53,Transport
2012 MAR,2012-03-15,WUMX,.13,Communication
2012 MAR,2012-03-15,WUNC,-.09,RecreationCulture
2012 MAR,2012-03-15,WUND,.09,Education
2012 MAR,2012-03-15,WUNE,.35,RestaurantsHotels
2012 MAR,2012-03-15,WUNG,.26,Misc
2012 MAY,2012-05-15,WUMA,.38,Food
2012 MAY,2012-05-15,WUMB,.2,AlcoholTobacco
2012 MAY,2012-05-15,WUMC,.12,ClothingFootwear
2012 MAY,2012-05-15,WUMD,.8,HousingHouseService
2012 MAY,2012-05-15,WUMP,.24,FurnitureHousehold
2012 MAY,2012-05-15,WUMQ,.08,Health
2012 MAY,2012-05-15,WUMW,.27,Transport
2012 MAY,2012-05-15,WUMX,.11,Communication
2012 MAY,2012-05-15,WUNC,-.1,RecreationCulture
2012 MAY,2012-05-15,WUND,.09,Education
2012 MAY,2012-05-15,WUNE,.38,RestaurantsHotels
2012 MAY,2012-05-15,WUNG,.2,Misc
2012 NOV,2012-11-15,WUMA,.44,Food
2012 NOV,2012-11-15,WUMB,.24,AlcoholTobacco
2012 NOV,2012-11-15,WUMC,-.02,ClothingFootwear
2012 NOV,2012-11-15,WUMD,.29,HousingHouseService
2012 NOV,2012-11-15,WUMP,.04,FurnitureHousehold
2012 NOV,2012-11-15,WUMQ,.06,Health
2012 NOV,2012-11-15,WUMW,.41,Transport
2012 NOV,2012-11-15,WUMX,.1,Communication
2012 NOV,2012-11-15,WUNC,.14,RecreationCulture
2012 NOV,2012-11-15,WUND,.38,Education
2012 NOV,2012-11-15,WUNE,.38,RestaurantsHotels
2012 NOV,2012-11-15,WUNG,.22,Misc
2012 OCT,2012-10-15,WUMA,.39,Food
2012 OCT,2012-10-15,WUMB,.27,AlcoholTobacco
2012 OCT,2012-10-15,WUMC,.01,ClothingFootwear
2012 OCT,2012-10-15,WUMD,.24,HousingHouseService
2012 OCT,2012-10-15,WUMP,.11,FurnitureHousehold
2012 OCT,2012-10-15,WUMQ,.06,Health
2012 OCT,2012-10-15,WUMW,.49,Transport
2012 OCT,2012-10-15,WUMX,.1,Communication
2012 OCT,2012-10-15,WUNC,.11,RecreationCulture
2012 OCT,2012-10-15,WUND,.38,Education
2012 OCT,2012-10-15,WUNE,.33,RestaurantsHotels
2012 OCT,2012-10-15,WUNG,.18,Misc
2012 SEP,2012-09-15,WUMA,.23,Food
2012 SEP,2012-09-15,WUMB,.25,AlcoholTobacco
2012 SEP,2012-09-15,WUMC,-.01,ClothingFootwear
2012 SEP,2012-09-15,WUMD,.3,HousingHouseService
2012 SEP,2012-09-15,WUMP,.11,FurnitureHousehold
2012 SEP,2012-09-15,WUMQ,.06,Health
2012 SEP,2012-09-15,WUMW,.41,Transport
2012 SEP,2012-09-15,WUMX,.09,Communication
2012 SEP,2012-09-15,WUNC,.16,RecreationCulture
2012 SEP,2012-09-15,WUND,.06,Education
2012 SEP,2012-09-15,WUNE,.34,RestaurantsHotels
2012 SEP,2012-09-15,WUNG,.22,Misc
2013 APR,2013-04-15,WUMA,.5,Food
2013 APR,2013-04-15,WUMB,.25,AlcoholTobacco
2013 APR,2013-04-15,WUMC,-.03,ClothingFootwear
2013 APR,2013-04-15,WUMD,.59,HousingHouseService
2013 APR,2013-04-15,WUMP,.01,FurnitureHousehold
2013 APR,2013-04-15,WUMQ,.06,Health
2013 APR,2013-04-15,WUMW,-.03,Transport
2013 APR,2013-04-15,WUMX,.09,Communication
2013 APR,2013-04-15,WUNC,.2,RecreationCulture
2013 APR,2013-04-15,WUND,.37,Education
2013 APR,2013-04-15,WUNE,.29,RestaurantsHotels
2013 APR,2013-04-15,WUNG,.11,Misc
2013 AUG,2013-08-15,WUMA,.45,Food
2013 AUG,2013-08-15,WUMB,.27,AlcoholTobacco
2013 AUG,2013-08-15,WUMC,.11,ClothingFootwear
2013 AUG,2013-08-15,WUMD,.59,HousingHouseService
2013 AUG,2013-08-15,WUMP,.07,FurnitureHousehold
2013 AUG,2013-08-15,WUMQ,.07,Health
2013 AUG,2013-08-15,WUMW,.16,Transport
2013 AUG,2013-08-15,WUMX,.08,Communication
2013 AUG,2013-08-15,WUNC,.12,RecreationCulture
2013 AUG,2013-08-15,WUND,.37,Education
2013 AUG,2013-08-15,WUNE,.28,RestaurantsHotels
2013 AUG,2013-08-15,WUNG,.12,Misc
2013 DEC,2013-12-15,WUMA,.2,Food
2013 DEC,2013-12-15,WUMB,.25,AlcoholTobacco
2013 DEC,2013-12-15,WUMC,.14,ClothingFootwear
2013 DEC,2013-12-15,WUMD,.5,HousingHouseService
2013 DEC,2013-12-15,WUMP,.09,FurnitureHousehold
2013 DEC,2013-12-15,WUMQ,.06,Health
2013 DEC,2013-12-15,WUMW,.08,Transport
2013 DEC,2013-12-15,WUMX,.1,Communication
2013 DEC,2013-12-15,WUNC,.11,RecreationCulture
2013 DEC,2013-12-15,WUND,.22,Education
2013 DEC,2013-12-15,WUNE,.27,RestaurantsHotels
2013 DEC,2013-12-15,WUNG,.03,Misc
2013 FEB,2013-02-15,WUMA,.41,Food
2013 FEB,2013-02-15,WUMB,.31,AlcoholTobacco
2013 FEB,2013-02-15,WUMC,-.04,ClothingFootwear
2013 FEB,2013-02-15,WUMD,.62,HousingHouseService
2013 FEB,2013-02-15,WUMP,.05,FurnitureHousehold
2013 FEB,2013-02-15,WUMQ,.05,Health
2013 FEB,2013-02-15,WUMW,.3,Transport
2013 FEB,2013-02-15,WUMX,.12,Communication
2013 FEB,2013-02-15,WUNC,.17,RecreationCulture
2013 FEB,2013-02-15,WUND,.37,Education
2013 FEB,2013-02-15,WUNE,.36,RestaurantsHotels
2013 FEB,2013-02-15,WUNG,.08,Misc
2013 JAN,2013-01-15,WUMA,.47,Food
2013 JAN,2013-01-15,WUMB,.37,AlcoholTobacco
2013 JAN,2013-01-15,WUMC,.01,ClothingFootwear
2013 JAN,2013-01-15,WUMD,.51,HousingHouseService
2013 JAN,2013-01-15,WUMP,.05,FurnitureHousehold
2013 JAN,2013-01-15,WUMQ,.05,Health
2013 JAN,2013-01-15,WUMW,.21,Transport
2013 JAN,2013-01-15,WUMX,.1,Communication
2013 JAN,2013-01-15,WUNC,.07,RecreationCulture
2013 JAN,2013-01-15,WUND,.38,Education
2013 JAN,2013-01-15,WUNE,.37,RestaurantsHotels
2013 JAN,2013-01-15,WUNG,.13,Misc
2013 JUL,2013-07-15,WUMA,.43,Food
2013 JUL,2013-07-15,WUMB,.28,AlcoholTobacco
2013 JUL,2013-07-15,WUMC,.15,ClothingFootwear
2013 JUL,2013-07-15,WUMD,.61,HousingHouseService
2013 JUL,2013-07-15,WUMP,.01,FurnitureHousehold
2013 JUL,2013-07-15,WUMQ,.07,Health
2013 JUL,2013-07-15,WUMW,.23,Transport
2013 JUL,2013-07-15,WUMX,.09,Communication
2013 JUL,2013-07-15,WUNC,.09,RecreationCulture
2013 JUL,2013-07-15,WUND,.37,Education
2013 JUL,2013-07-15,WUNE,.3,RestaurantsHotels
2013 JUL,2013-07-15,WUNG,.14,Misc
2013 JUN,2013-06-15,WUMA,.42,Food
2013 JUN,2013-06-15,WUMB,.28,AlcoholTobacco
2013 JUN,2013-06-15,WUMC,.21,ClothingFootwear
2013 JUN,2013-06-15,WUMD,.62,HousingHouseService
2013 JUN,2013-06-15,WUMP,.01,FurnitureHousehold
2013 JUN,2013-06-15,WUMQ,.05,Health
2013 JUN,2013-06-15,WUMW,.26,Transport
2013 JUN,2013-06-15,WUMX,.09,Communication
2013 JUN,2013-06-15,WUNC,.18,RecreationCulture
2013 JUN,2013-06-15,WUND,.37,Education
2013 JUN,2013-06-15,WUNE,.3,RestaurantsHotels
2013 JUN,2013-06-15,WUNG,.14,Misc
2013 MAR,2013-03-15,WUMA,.42,Food
2013 MAR,2013-03-15,WUMB,.27,AlcoholTobacco
2013 MAR,2013-03-15,WUMC,-.01,ClothingFootwear
2013 MAR,2013-03-15,WUMD,.64,HousingHouseService
2013 MAR,2013-03-15,WUMP,.02,FurnitureHousehold
2013 MAR,2013-03-15,WUMQ,.06,Health
2013 MAR,2013-03-15,WUMW,.27,Transport
2013 MAR,2013-03-15,WUMX,.1,Communication
2013 MAR,2013-03-15,WUNC,.25,RecreationCulture
2013 MAR,2013-03-15,WUND,.37,Education
2013 MAR,2013-03-15,WUNE,.35,RestaurantsHotels
2013 MAR,2013-03-15,WUNG,.11,Misc
2013 MAY,2013-05-15,WUMA,.47,Food
2013 MAY,2013-05-15,WUMB,.28,AlcoholTobacco
2013 MAY,2013-05-15,WUMC,.06,ClothingFootwear
2013 MAY,2013-05-15,WUMD,.59,HousingHouseService
2013 MAY,2013-05-15,WUMP,.04,FurnitureHousehold
2013 MAY,2013-05-15,WUMQ,.06,Health
2013 MAY,2013-05-15,WUMW,.17,Transport
2013 MAY,2013-05-15,WUMX,.08,Communication
2013 MAY,2013-05-15,WUNC,.21,RecreationCulture
2013 MAY,2013-05-15,WUND,.37,Education
2013 MAY,2013-05-15,WUNE,.28,RestaurantsHotels
2013 MAY,2013-05-15,WUNG,.09,Misc
2013 NOV,2013-11-15,WUMA,.3,Food
2013 NOV,2013-11-15,WUMB,.26,AlcoholTobacco
2013 NOV,2013-11-15,WUMC,.11,ClothingFootwear
2013 NOV,2013-11-15,WUMD,.47,HousingHouseService
2013 NOV,2013-11-15,WUMP,.06,FurnitureHousehold
2013 NOV,2013-11-15,WUMQ,.06,Health
2013 NOV,2013-11-15,WUMW,.04,Transport
2013 NOV,2013-11-15,WUMX,.09,Communication
2013 NOV,2013-11-15,WUNC,.16,RecreationCulture
2013 NOV,2013-11-15,WUND,.22,Education
2013 NOV,2013-11-15,WUNE,.27,RestaurantsHotels
2013 NOV,2013-11-15,WUNG,.06,Misc
2013 OCT,2013-10-15,WUMA,.42,Food
2013 OCT,2013-10-15,WUMB,.24,AlcoholTobacco
2013 OCT,2013-10-15,WUMC,.1,ClothingFootwear
2013 OCT,2013-10-15,WUMD,.5600000000000001,HousingHouseService
2013 OCT,2013-10-15,WUMP,.06,FurnitureHousehold
2013 OCT,2013-10-15,WUMQ,.06,Health
2013 OCT,2013-10-15,WUMW,-.04,Transport
2013 OCT,2013-10-15,WUMX,.09,Communication
2013 OCT,2013-10-15,WUNC,.1,RecreationCulture
2013 OCT,2013-10-15,WUND,.22,Education
2013 OCT,2013-10-15,WUNE,.33,RestaurantsHotels
2013 OCT,2013-10-15,WUNG,.06,Misc
2013 SEP,2013-09-15,WUMA,.47,Food
2013 SEP,2013-09-15,WUMB,.24,AlcoholTobacco
2013 SEP,2013-09-15,WUMC,.1,ClothingFootwear
2013 SEP,2013-09-15,WUMD,.59,HousingHouseService
2013 SEP,2013-09-15,WUMP,.05,FurnitureHousehold
2013 SEP,2013-09-15,WUMQ,.07,Health
2013 SEP,2013-09-15,WUMW,.17,Transport
2013 SEP,2013-09-15,WUMX,.08,Communication
2013 SEP,2013-09-15,WUNC,.12,RecreationCulture
2013 SEP,2013-09-15,WUND,.4,Education
2013 SEP,2013-09-15,WUNE,.3,RestaurantsHotels
2013 SEP,2013-09-15,WUNG,.09,Misc
2014 APR,2014-04-15,WUMA,.06,Food
2014 APR,2014-04-15,WUMB,.16,AlcoholTobacco
2014 APR,2014-04-15,WUMC,.1,ClothingFootwear
2014 APR,2014-04-15,WUMD,.41,HousingHouseService
