dt,Lower48
2022-07-29T00:00:00,-9.9009900990099
2022-08-05T00:00:00,-9.906340057636886
2022-08-12T00:00:00,-10.737065910701627
2022-08-19T00:00:00,-9.540512101017185
2022-08-26T00:00:00,-8.045977011494255
2022-09-02T00:00:00,-7.834416695176194
2022-09-09T00:00:00,-7.817697937458412
2022-09-16T00:00:00,-6.748864373783259
2022-09-23T00:00:00,-6.088328075709781
2022-09-30T00:00:00,-5.5352798053528
2022-10-07T00:00:00,-4.096170970614422
2022-10-14T00:00:00,-3.4383126264085573
2022-10-21T00:00:00,-4.340473506200682
2022-10-28T00:00:00,-3.0462475768485153
2022-11-04T00:00:00,-1.0503040353786575
2022-11-11T00:00:00,0.0
2022-11-18T00:00:00,-1.6284846812034237
2022-11-25T00:00:00,-2.2727272727272707
2022-12-02T00:00:00,-1.2268188302425154
2022-12-09T00:00:00,-0.14632718759145513
2022-12-16T00:00:00,-1.100535395597857
2022-12-23T00:00:00,-3.533787972721636
2022-12-30T00:00:00,-9.51486697965571
2023-01-06T00:00:00,-3.7798408488063706
2023-01-13T00:00:00,0.3558718861210064
2023-01-20T00:00:00,5.5191045928213
2023-01-27T00:00:00,11.192423590185108
2023-02-03T00:00:00,12.613041408852933
2023-02-10T00:00:00,18.576661433804297
2023-02-17T00:00:00,23.176206509539842
2023-02-24T00:00:00,28.667072428484474
2023-03-03T00:00:00,33.6405529953917
2023-03-10T00:00:00,36.94444444444444
2023-03-17T00:00:00,36.78905687544996
2023-03-24T00:00:00,30.95406360424029
2023-03-31T00:00:00,32.416787264833566
2023-04-07T00:00:00,32.78453829634933
2023-04-14T00:00:00,33.10344827586207
2023-04-21T00:00:00,34.83221476510068
2023-04-28T00:00:00,31.652839821314615
